,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
6144,NCO,11.15,0.032306341,Health and Hygiene,166.3526,49,M,ST1,986.7156
6146,NCE,8.18,0.013130031,Household,142.6154,46,S,ST1,709.077
6147,FDR,17.6,0.010096684,Snack Foods,160.4552,17,,ST1,2599.2832
6148,FDO,15.75,0.055015935,Baking Goods,194.3452,49,M,ST1,2740.4328
6149,FDC,12.15,0.015460726000000001,Frozen Foods,211.8928,46,S,ST1,5890.9984
6150,FDF,9.3,0.02346559,Snack Foods,197.6084,10,,GS,595.2252
6151,FDO,13.5,0.017932223,Snack Foods,78.796,18,M,ST2,239.688
6153,FDR,,0.062547321,Baking Goods,88.383,27,M,ST3,2067.3089999999997
6154,FDP,20.5,0.112410046,Fruits and Vegetables,192.2478,46,S,ST1,3874.9559999999997
6156,NCQ,13.0,0.041789718,Household,256.1014,13,H,ST1,2550.014
6157,FDR,7.075,0.022548195,Frozen Foods,95.7068,13,H,ST1,583.2408
6158,FDQ,17.85,0.046599684,Fruits and Vegetables,125.1388,35,S,ST1,1981.4208
6159,DRD,10.6,0.095064731,Dairy,232.4642,10,,GS,697.0926
6160,FDB,9.695,0.029283081000000002,Canned,175.137,18,M,ST2,3705.177
6161,NCS,12.65,0.042383069,Household,108.0938,18,M,ST2,1607.9070000000002
6162,NCS,5.945,0.155706798,Household,127.9652,10,,GS,645.826
6163,FDN,17.5,0.016767995,Meat,141.418,45,,ST1,1957.4520000000002
6165,FDV,9.8,0.178622919,Fruits and Vegetables,177.937,10,,GS,176.437
6166,FDF,11.8,0.02633607,Canned,40.6138,13,H,ST1,406.13800000000003
6167,DRK,8.895,0.126287542,Hard Drinks,235.5616,10,,GS,468.7232
6169,FDW,,0.09420147699999999,Meat,213.356,27,M,ST3,6817.7919999999995
6170,FDN,17.25,0.125224466,Breakfast,41.248000000000005,46,S,ST1,679.1160000000001
6171,FDE,11.35,0.005561798000000001,Fruits and Vegetables,168.37900000000002,17,,ST1,3225.801
6172,FDV,19.25,0.101980245,Dairy,54.3956,45,,ST1,873.5296
6173,FDH,19.7,0.081193712,Baking Goods,198.41099999999997,17,,ST1,2553.343
6174,NCD,14.0,0.024369007,Household,40.2454,49,M,ST1,922.7988
6175,FDU,8.355,0.188619537,Canned,146.4418,17,,ST1,3089.9778
6176,FDZ,15.1,0.094037291,Fruits and Vegetables,62.3194,49,M,ST1,495.3552
6177,FDY,12.1,0.030188505,Canned,77.367,45,,ST1,612.536
6178,FDP,8.185,0.046578409,Fruits and Vegetables,48.6692,45,,ST1,1182.4608
6179,DRA,,0.223985293,Soft Drinks,186.2924,19,S,GS,555.2772
6180,FDY,15.5,0.08576356199999999,Frozen Foods,49.0692,13,H,ST1,295.6152
6181,FDW,14.0,0.105145451,Frozen Foods,144.2812,46,S,ST1,4844.3608
6182,NCW,18.0,0.019382568,Health and Hygiene,129.3994,35,S,ST1,3340.9844
6183,DRN,9.6,0.0,Soft Drinks,166.5158,49,M,ST1,3509.4318
6184,FDZ,,0.093002339,Fruits and Vegetables,177.7712,27,M,ST3,4921.5936
6186,FDC,,0.054720642,Frozen Foods,107.8254,27,M,ST3,2387.5588
6187,FDB,16.7,0.052708138,Frozen Foods,114.7176,17,,ST1,2404.8696
6188,FDE,9.3,0.089144149,Canned,144.9786,49,M,ST1,1011.3502
6191,NCU,8.88,0.099024124,Household,208.52700000000002,18,M,ST2,3145.905
6192,FDF,6.825,0.046898544,Canned,153.7998,17,,ST1,922.7988
6193,FDX,11.5,0.041994624,Frozen Foods,194.782,35,S,ST1,3475.4759999999997
6194,FDR,7.075,0.022694622999999997,Frozen Foods,98.8068,17,,ST1,2527.3768
6195,NCP,20.7,0.039467795,Household,151.7366,17,,ST1,604.5464
6196,FDN,7.895,0.061270647000000004,Breakfast,56.7588,49,M,ST1,343.5528
6197,NCH,6.86,0.036686157999999996,Household,229.601,18,M,ST2,2526.7110000000002
6198,FDO,9.6,0.014200671000000002,Snack Foods,187.1872,13,H,ST1,3214.4824
6199,NCG,12.1,0.079806266,Household,172.1106,46,S,ST1,3422.212
6200,FDU,11.1,0.059797172,Fruits and Vegetables,151.8366,13,H,ST1,1057.9562
6202,FDH,21.0,0.049381666,Snack Foods,193.0478,49,M,ST1,1549.9824
6203,FDN,5.46,0.107057186,Fruits and Vegetables,144.9786,46,S,ST1,2022.7004
6205,NCQ,17.6,0.018889593,Health and Hygiene,236.25900000000001,13,H,ST1,4727.18
6206,NCN,20.35,0.021369722,Household,75.8328,45,,ST1,154.4656
6208,FDB,,0.113139486,Starchy Foods,92.9804,19,S,GS,183.7608
6209,FDX,9.195,0.117387066,Snack Foods,160.2578,13,H,ST1,4492.8184
6210,NCT,17.1,0.038730229,Household,166.2842,35,S,ST1,4807.7418
6213,NCT,8.695,0.12002254300000001,Household,94.8094,18,M,ST2,1428.141
6214,FDG,,0.037388492999999995,Snack Foods,107.8254,27,M,ST3,1410.8302
6215,NCW,7.5,0.096413261,Household,55.3588,46,S,ST1,1030.6584
6216,FDZ,7.485,0.069405301,Snack Foods,112.1228,18,M,ST2,1105.228
6217,NCK,9.8,0.09064910699999999,Others,194.3478,45,,ST1,4649.9472
6218,NCQ,11.395,0.021649903999999998,Health and Hygiene,150.8708,45,,ST1,4363.6532
6219,NCE,20.7,0.02689477,Household,76.7354,35,S,ST1,2482.7682
6221,FDB,,0.00978492,Starchy Foods,225.9062,19,S,GS,451.4124
6222,DRL,13.15,0.056429024,Soft Drinks,144.2812,46,S,ST1,1282.3308
6223,FDT,21.25,0.009998763,Meat,182.3608,46,S,ST1,551.2824
6224,FDW,13.15,0.020757926,Breads,84.3566,45,,ST1,761.0094
6225,NCB,19.6,0.041374909,Household,89.2514,45,,ST1,1416.8224
6227,FDZ,12.8,0.079523619,Dairy,181.7608,17,,ST1,4961.5416
6228,FDS,7.285,0.0,Dairy,155.1288,17,,ST1,1414.1592
6229,NCN,13.1,0.012167988000000001,Others,190.253,17,,ST1,4174.566
6230,FDG,8.63,0.032976398999999997,Snack Foods,114.6518,45,,ST1,2846.295
6232,FDM,16.85,0.0,Snack Foods,110.0544,49,M,ST1,2572.6512
6233,FDB,9.3,0.028566433,Baking Goods,193.0136,49,M,ST1,4860.34
6234,FDH,15.85,0.11047921699999999,Frozen Foods,36.7506,18,M,ST2,531.3084
6235,NCU,5.485,0.042838514,Health and Hygiene,163.7842,45,,ST1,1657.842
6236,FDL,18.25,0.012264903,Fruits and Vegetables,162.8894,13,H,ST1,3397.5774
6237,FDI,12.6,0.096132367,Snack Foods,208.9612,13,H,ST1,4181.224
6238,DRM,,0.168780127,Soft Drinks,197.8768,19,S,GS,197.0768
6239,FDX,12.85,0.099193899,Frozen Foods,38.1164,45,,ST1,656.4788
6240,DRG,6.13,0.076721393,Dairy,59.4536,35,S,ST1,2021.3688
6241,FDV,,0.06173052,Fruits and Vegetables,159.1578,19,S,GS,160.4578
6242,DRF,5.655,0.174934513,Soft Drinks,145.0102,13,H,ST1,1895.5326
6243,NCV,11.1,0.0,Household,119.1124,46,S,ST1,1303.6364
6245,FDA,16.0,0.09942555,Frozen Foods,87.0856,49,M,ST1,527.3136
6246,FDE,12.15,0.062384659,Starchy Foods,34.6532,49,M,ST1,719.064
6247,FDX,6.55,0.034745307,Breads,158.8288,18,M,ST2,4399.6064
6248,FDW,9.6,0.035579135,Snack Foods,244.417,46,S,ST1,1944.136
6249,NCM,19.1,0.067569539,Household,43.0796,18,M,ST2,619.194
6250,FDA,14.0,0.029697925,Dairy,143.0786,13,H,ST1,3178.5292
6251,FDV,14.85,0.03525037,Fruits and Vegetables,160.9578,35,S,ST1,2246.4092
6252,FDT,4.92,0.045916788,Baking Goods,198.8084,13,H,ST1,2976.1259999999997
6253,FDD,13.5,0.021539999,Fruits and Vegetables,182.4976,45,,ST1,1629.8784
6255,NCE,8.97,0.092997032,Household,55.2956,35,S,ST1,873.5296
6256,DRE,15.35,0.073283193,Soft Drinks,91.81200000000001,46,S,ST1,1771.0279999999998
6257,FDC,,0.041049322,Canned,41.2454,27,M,ST3,1342.2528
6258,FDO,,0.008525061,Meat,72.5038,27,M,ST3,2512.7292
6259,FDC,17.7,0.117201696,Snack Foods,184.0266,17,,ST1,2397.5458
6261,FDK,,0.0,Frozen Foods,225.3062,27,M,ST3,4288.4178
6262,FDD,,0.157528118,Dairy,142.9154,19,S,GS,141.8154
6263,FDF,8.235,0.08242785400000001,Baking Goods,149.3076,46,S,ST1,2808.3444
6264,NCL,12.35,0.041802518,Health and Hygiene,34.8216,49,M,ST1,311.5944
6266,FDO,20.0,0.05752754400000001,Baking Goods,43.1086,10,,GS,89.2172
6267,FDZ,6.055,0.025512207000000002,Fruits and Vegetables,159.692,18,M,ST2,5592.72
6268,FDZ,6.63,0.174110803,Baking Goods,166.85,10,,GS,499.35
6269,FDO,,0.175362333,Baking Goods,158.9604,27,M,ST3,4436.8912
6270,FDW,8.3,0.038367194,Dairy,87.1198,18,M,ST2,959.4178
6271,FDD,20.25,0.014781046,Dairy,193.8162,13,H,ST1,3463.4916
6272,FDJ,8.6,0.040268043999999996,Canned,191.453,49,M,ST1,1707.777
6273,NCO,19.5,0.014355033,Household,55.4614,17,,ST1,552.614
6275,FDK,11.0,0.008997141,Meat,119.9756,17,,ST1,1938.8096
6276,FDR,18.25,0.07784544,Snack Foods,260.5962,49,M,ST1,3884.9429999999998
6277,FDO,20.0,0.0,Baking Goods,43.4086,18,M,ST2,401.4774
6278,FDX,,0.074265816,Dairy,109.5228,27,M,ST3,3757.7752
6279,FDR,,0.10242248699999999,Fruits and Vegetables,131.4968,27,M,ST3,1565.9616
6280,FDD,7.5,0.032811503,Frozen Foods,239.6906,17,,ST1,2614.5966
6281,FDI,7.22,0.038477325,Baking Goods,62.951,18,M,ST2,1138.518
6283,FDL,12.15,0.042552418,Canned,123.5046,17,,ST1,1743.0644
6284,FDO,11.6,0.009818244,Snack Foods,223.1404,17,,ST1,5175.9292
6285,FDW,8.315,0.035572183,Baking Goods,144.4444,46,S,ST1,2902.888
6286,FDT,12.15,0.04274788,Meat,183.695,49,M,ST1,2929.52
6288,DRH,8.575,0.023934398,Soft Drinks,105.82799999999999,45,,ST1,958.752
6290,NCI,18.6,0.012651171999999999,Household,123.1414,35,S,ST1,2314.9866
6292,FDR,15.1,0.096295326,Meat,133.4942,45,,ST1,1457.4362
6293,FDA,,0.0,Starchy Foods,167.5158,27,M,ST3,4345.0108
6294,FDS,7.825,0.079613553,Meat,65.0826,35,S,ST1,1162.4868
6295,FDZ,9.17,0.10339830900000001,Baking Goods,143.947,18,M,ST2,2576.646
6296,FDJ,20.7,0.16767231,Fruits and Vegetables,124.2388,10,,GS,247.6776
6297,FDV,12.1,0.020551458,Snack Foods,146.6734,13,H,ST1,2227.101
6298,FDW,13.65,0.025961116,Snack Foods,80.4302,49,M,ST1,316.9208
6299,FDS,8.38,0.046960237,Baking Goods,111.85700000000001,49,M,ST1,2966.139
6300,FDY,19.75,0.041533438,Fruits and Vegetables,119.8466,18,M,ST2,2239.0854
6301,DRC,8.67,0.065436581,Soft Drinks,142.9128,46,S,ST1,2013.3792
6302,FDN,15.6,0.08126841,Baking Goods,110.2544,45,,ST1,1789.6704
6303,FDJ,12.35,0.072689818,Dairy,48.7692,18,M,ST2,788.3072
6306,FDV,20.2,0.059751637999999996,Fruits and Vegetables,129.1678,13,H,ST1,1017.3424
6308,FDL,,0.0,Frozen Foods,230.0668,19,S,GS,691.1004
6309,FDJ,,0.044606379,Snack Foods,174.2054,27,M,ST3,4377.635
6310,FDQ,10.85,0.16210760300000002,Snack Foods,106.3622,13,H,ST1,2117.244
6312,FDO,17.7,0.030060895,Snack Foods,166.4816,18,M,ST2,2013.3792
6314,FDZ,20.0,0.051783761,Frozen Foods,125.8678,17,,ST1,3433.5306
6315,FDT,12.3,0.0,Baking Goods,37.2874,13,H,ST1,705.748
6316,FDL,10.3,0.024998007000000003,Baking Goods,174.4422,18,M,ST2,3448.844
6318,FDY,9.8,0.14118383,Baking Goods,50.5008,18,M,ST2,253.00400000000002
6321,FDY,11.8,0.12150063,Fruits and Vegetables,46.8402,13,H,ST1,413.4618
6322,FDN,7.72,0.088864488,Fruits and Vegetables,119.3466,17,,ST1,3064.0116
6324,FDX,19.6,0.041571557,Frozen Foods,49.9376,46,S,ST1,623.1888
6326,FDB,20.85,0.021329793,Fruits and Vegetables,105.5306,46,S,ST1,940.7754
6327,NCF,18.0,0.07929947400000001,Household,170.5422,10,,GS,344.8844
6328,FDX,7.05,0.08513833400000001,Snack Foods,108.6912,45,,ST1,1310.2944
6330,DRH,20.7,0.093214498,Dairy,74.667,17,,ST1,2143.876
6331,FDA,5.44,0.025458716,Dairy,241.2538,13,H,ST1,3124.5994
6332,NCP,20.5,0.032741422,Household,40.4822,13,H,ST1,589.2330000000001
6333,FDW,12.35,0.038560278999999996,Fruits and Vegetables,109.85700000000001,49,M,ST1,1208.427
6334,FDF,,0.130544568,Frozen Foods,248.046,27,M,ST3,7883.071999999999
6336,NCP,8.275,0.110913601,Household,106.3306,17,,ST1,1254.3672
6337,FDK,,0.121635591,Fruits and Vegetables,175.4738,27,M,ST3,2954.1546
6339,FDC,7.905,0.055098434,Frozen Foods,109.2254,45,,ST1,976.7286
6340,NCO,16.2,0.0,Health and Hygiene,182.1608,49,M,ST1,3123.9336
6341,FDY,,0.0,Fruits and Vegetables,258.3988,19,S,GS,256.9988
6342,NCS,13.6,0.010013429,Household,176.437,45,,ST1,4587.362
6343,NCM,9.395,0.040187877000000004,Others,85.6908,17,,ST1,1593.9252
6344,FDQ,7.35,0.024044278999999998,Fruits and Vegetables,241.0512,10,,GS,242.3512
6346,FDC,14.5,0.041214746000000003,Canned,42.0454,13,H,ST1,629.181
6347,FDR,12.6,0.031663212,Baking Goods,173.2764,18,M,ST2,1030.6584
6348,FDM,10.8,0.0,Baking Goods,39.3138,13,H,ST1,1015.345
6349,FDG,18.85,0.042716162,Canned,257.83299999999997,49,M,ST1,3332.329
6350,NCL,12.15,0.06479182,Others,254.00400000000002,45,,ST1,2277.036
6351,FDO,11.6,0.009761175,Snack Foods,226.9404,35,S,ST1,1800.3232
6352,NCG,15.3,0.02295878,Household,101.6332,13,H,ST1,1845.5976
6357,FDN,16.85,0.026627857,Canned,93.712,18,M,ST2,745.696
6359,FDW,8.31,0.116331694,Snack Foods,176.9028,17,,ST1,3010.7476
6360,FDM,19.0,0.112893408,Snack Foods,131.0626,10,,GS,524.6504
6361,FDZ,,0.017937483,Meat,103.499,27,M,ST3,1547.985
6362,FDU,,0.164438907,Frozen Foods,188.4214,19,S,GS,376.8428
6363,FDQ,5.19,0.044252621,Meat,102.59899999999999,46,S,ST1,1651.184
6365,FDT,11.65,0.010909704,Meat,110.8544,13,H,ST1,1677.816
6367,NCX,10.0,0.149223055,Health and Hygiene,145.8102,10,,GS,874.8612
6368,FDX,,0.084404264,Dairy,49.5376,19,S,GS,143.8128
6369,FDO,11.1,0.054079555999999994,Fruits and Vegetables,165.9526,17,,ST1,2631.2416
6370,FDM,11.8,0.057655492999999995,Meat,152.6366,18,M,ST2,1662.5026
6371,FDW,9.695,0.030413777000000003,Snack Foods,221.3114,18,M,ST2,2217.114
6373,FDS,17.75,0.029653914,Fruits and Vegetables,140.5838,46,S,ST1,2669.1922
6374,NCI,11.3,0.047912070999999994,Household,179.86599999999999,18,M,ST2,1258.362
6375,FDR,,0.066611321,Snack Foods,178.237,27,M,ST3,3705.177
6376,FDD,19.35,0.016611475,Frozen Foods,122.0098,46,S,ST1,2651.2156
6378,FDH,13.5,0.12901648699999999,Starchy Foods,98.4068,49,M,ST1,1846.9292
6379,FDM,16.85,0.080141165,Snack Foods,111.4544,17,,ST1,2013.3792
6380,FDG,20.6,0.0480335,Fruits and Vegetables,188.2556,45,,ST1,3755.112
6383,FDK,13.35,0.038519398999999996,Snack Foods,236.8564,35,S,ST1,5005.4844
6384,NCX,,0.047827139000000005,Household,105.3622,27,M,ST3,3387.5904
6385,FDL,8.115,0.032208865,Canned,154.9972,49,M,ST1,3739.1328
6387,FDS,,0.097275777,Breads,223.9088,19,S,GS,223.7088
6389,FDR,21.35,0.078060605,Fruits and Vegetables,96.0094,18,M,ST2,380.8376
6390,FDF,12.15,0.131714183,Frozen Foods,245.84599999999998,18,M,ST2,4434.228
6391,DRM,16.6,0.135944247,Hard Drinks,172.0422,49,M,ST1,2586.633
6392,FDO,11.6,0.077478931,Frozen Foods,170.3106,18,M,ST2,4277.765
6393,FDD,20.6,0.046114018,Snack Foods,178.2344,45,,ST1,1070.6064
6394,FDN,,0.161030847,Canned,251.2408,19,S,GS,1001.3632
6395,FDE,20.1,0.054455495,Frozen Foods,149.5366,46,S,ST1,2871.5954
6396,FDZ,13.65,0.0,Dairy,186.024,18,M,ST2,4287.752
6397,FDD,13.3,0.080257683,Dairy,232.63,17,,ST1,1864.24
6398,NCW,,0.059037538,Household,237.7248,27,M,ST3,2607.2728
6399,DRG,,0.094916347,Soft Drinks,172.3106,27,M,ST3,4277.765
6401,NCU,5.32,0.09326167699999999,Health and Hygiene,100.9674,18,M,ST2,1222.4088
6402,FDH,15.0,0.16143544,Canned,185.1266,46,S,ST1,2766.3990000000003
6403,FDU,8.27,0.089479661,Snack Foods,148.6708,13,H,ST1,2106.5912
6405,FDZ,13.1,0.020988798,Dairy,117.7782,17,,ST1,1191.782
6406,FDY,12.5,0.081260969,Meat,221.7798,49,M,ST1,3085.3172
6408,NCV,11.3,0.06705851,Household,194.0478,17,,ST1,3293.7126
6410,NCQ,,0.018813776,Health and Hygiene,235.25900000000001,27,M,ST3,5672.616
6411,NCO,,0.032099989,Health and Hygiene,164.1526,27,M,ST3,2960.1468
6413,FDI,5.59,0.056592115,Snack Foods,65.0168,35,S,ST1,447.4176
6414,NCI,18.6,0.012643035,Household,119.8414,13,H,ST1,365.5242
6415,FDZ,9.31,0.06352904599999999,Frozen Foods,63.751000000000005,10,,GS,126.50200000000001
6416,FDL,6.17,0.010630948999999999,Meat,65.9826,46,S,ST1,1162.4868
6417,FDS,5.175,0.029490377,Snack Foods,107.6622,35,S,ST1,2858.2794
6418,NCG,,0.12998368800000001,Household,93.0462,19,S,GS,185.0924
6419,FDU,19.2,0.094300933,Frozen Foods,187.5214,18,M,ST2,1695.7926
6420,FDO,12.85,0.152001201,Fruits and Vegetables,252.3382,13,H,ST1,6056.1168
6422,NCM,6.13,0.02848169,Household,110.4912,17,,ST1,1310.2944
6423,NCG,12.3,0.05271592,Household,189.653,18,M,ST2,569.259
6424,NCQ,,0.182493512,Health and Hygiene,258.8278,19,S,GS,1041.3112
6425,NCV,10.1,0.050562853,Health and Hygiene,153.3656,10,,GS,463.3968
6426,NCO,11.15,0.07366703,Others,66.2142,18,M,ST2,131.8284
6427,FDH,19.35,0.03322326,Meat,172.0738,18,M,ST2,3301.7022
6428,DRG,17.25,0.037396492,Soft Drinks,165.6526,17,,ST1,1808.9786
6429,FDI,19.85,0.054015429000000004,Seafood,196.3768,35,S,ST1,4138.6128
6430,FDX,9.5,0.02210346,Meat,194.7452,45,,ST1,1370.2164
6431,FDW,9.395,0.09927469400000001,Snack Foods,104.52799999999999,49,M,ST1,852.2239999999999
6432,DRE,4.59,0.070721656,Soft Drinks,113.286,13,H,ST1,1471.418
6433,FDY,5.98,0.043554614000000005,Fruits and Vegetables,148.2418,35,S,ST1,2354.2688
6434,FDR,6.46,0.04923932,Fruits and Vegetables,144.4102,49,M,ST1,4374.306
6435,FDS,7.02,0.08114883,Fruits and Vegetables,146.8734,35,S,ST1,3563.3616
6437,FDW,12.6,0.036773101,Fruits and Vegetables,250.3092,10,,GS,249.0092
6438,FDT,5.94,0.049163320999999996,Breads,186.4556,10,,GS,563.2668
6439,FDO,16.25,0.078168739,Canned,91.3804,46,S,ST1,1653.8472
6440,FDD,10.695,0.05337973,Frozen Foods,56.7904,49,M,ST1,1113.2176
6442,FDS,9.3,0.11167358699999999,Breads,65.7826,18,M,ST2,968.7389999999999
6443,FDB,19.5,0.027341529,Canned,158.292,35,S,ST1,3994.8
6444,FDT,5.82,0.077634044,Fruits and Vegetables,256.433,18,M,ST2,3844.995
6445,FDC,8.68,0.008835694,Frozen Foods,96.5384,46,S,ST1,1182.4608
6446,NCT,15.7,0.055990291,Health and Hygiene,153.2024,46,S,ST1,3795.06
6447,FDR,,0.00799548,Frozen Foods,78.5618,27,M,ST3,2255.7304
6450,FDR,7.31,0.026783871,Snack Foods,108.15700000000001,35,S,ST1,1098.57
6451,FDB,,0.01520491,Snack Foods,197.2084,27,M,ST3,4166.5764
6452,FDS,12.35,0.099757833,Fruits and Vegetables,113.9518,46,S,ST1,910.8144
6453,FDD,16.6,0.0,Canned,117.3124,13,H,ST1,2014.7108
6454,FDH,14.35,0.09089645199999999,Frozen Foods,231.2984,35,S,ST1,6024.1584
6456,DRJ,18.25,0.044250304000000004,Hard Drinks,174.708,46,S,ST1,2423.512
6458,NCJ,7.68,0.15317794099999998,Health and Hygiene,85.2224,18,M,ST2,1278.336
6459,FDH,19.7,0.0,Baking Goods,197.91099999999997,45,,ST1,1767.6989999999998
6461,FDS,17.75,0.049634572,Fruits and Vegetables,140.2838,10,,GS,280.9676
6462,FDM,,0.0,Snack Foods,112.2544,27,M,ST3,3914.9040000000005
6464,NCS,5.945,0.093008616,Household,127.8652,35,S,ST1,2195.8084
6465,FDY,18.25,0.17179432,Dairy,154.66299999999998,17,,ST1,2659.8709999999996
6466,FDC,8.68,0.008828341,Frozen Foods,99.9384,13,H,ST1,689.7688
6467,FDK,11.65,0.033858187000000005,Seafood,113.38600000000001,46,S,ST1,2603.278
6468,FDH,19.25,0.034841089,Canned,141.1496,18,M,ST2,282.2992
6469,NCW,16.2,0.08425957,Household,192.3162,10,,GS,769.6648
6470,FDV,13.0,0.083444376,Canned,195.8426,13,H,ST1,4152.5946
6472,FDF,12.15,0.13117981199999998,Frozen Foods,245.24599999999998,46,S,ST1,3202.498
6473,FDA,6.32,0.012737719,Meat,38.5822,49,M,ST1,353.5398
6474,FDE,17.25,0.159165324,Fruits and Vegetables,63.4194,35,S,ST1,1547.985
6475,FDC,7.72,0.12201574400000001,Fruits and Vegetables,121.744,18,M,ST2,2277.036
6476,FDT,18.85,0.068091318,Dairy,120.64399999999999,45,,ST1,3475.4759999999997
6477,FDR,19.7,0.067314073,Snack Foods,175.137,17,,ST1,2822.992
6478,FDC,14.5,0.041249072000000005,Canned,40.5454,46,S,ST1,1216.4166
6479,FDI,17.7,0.174340475,Fruits and Vegetables,116.6834,35,S,ST1,3570.6854
6480,FDI,15.7,0.11454343,Canned,113.7202,35,S,ST1,3263.0858
6481,FDE,9.695,0.029693277,Snack Foods,159.792,18,M,ST2,2716.4640000000004
6482,FDW,11.8,0.107057186,Dairy,224.1772,46,S,ST1,3558.0352
6483,FDA,,0.009921107,Baking Goods,183.6924,19,S,GS,555.2772
6484,NCS,,0.031583053,Household,260.991,27,M,ST3,7100.757
6485,NCX,15.2,0.097043739,Health and Hygiene,116.8492,35,S,ST1,2664.5316
6486,FDU,8.77,0.046762633,Fruits and Vegetables,170.8422,35,S,ST1,1724.422
6488,NCZ,10.5,0.011305478999999998,Household,235.5248,49,M,ST1,4740.496
6491,FDQ,20.35,0.150947728,Meat,81.0276,13,H,ST1,1868.2348
6492,FDQ,,0.10818157,Dairy,149.605,19,S,GS,449.415
6493,FDS,5.785,0.038749536,Fruits and Vegetables,262.0252,35,S,ST1,4459.5284
6495,FDG,,0.065313024,Frozen Foods,47.1402,27,M,ST3,1516.0266
6496,FDF,12.5,0.0,Starchy Foods,127.102,17,,ST1,253.00400000000002
6497,DRM,6.11,0.152813518,Soft Drinks,45.6086,17,,ST1,1025.9978
6498,NCP,7.105,0.044771473,Household,58.2562,13,H,ST1,592.562
6500,FDV,16.7,0.06121901,Baking Goods,100.0384,17,,ST1,1970.7679999999998
6501,FDH,17.1,0.047073322,Canned,138.6838,17,,ST1,2950.1598
6502,FDQ,8.325,0.029953313999999998,Fruits and Vegetables,39.5138,17,,ST1,568.5932
6504,NCM,,0.040520754,Others,153.934,19,S,GS,153.134
6505,FDJ,,0.052554508,Snack Foods,190.3504,27,M,ST3,1917.504
6508,FDV,17.1,0.054197299000000004,Breads,83.5566,35,S,ST1,1860.2452
6509,FDS,15.5,0.103442268,Snack Foods,144.847,46,S,ST1,2433.499
6510,DRG,14.15,0.095360186,Soft Drinks,172.3106,35,S,ST1,3251.1014
6511,FDK,,0.053031857,Canned,149.1734,27,M,ST3,4454.202
6512,DRJ,6.865,0.013990601,Soft Drinks,127.6652,35,S,ST1,2841.6344
6513,FDR,16.5,0.066237024,Breakfast,183.1292,35,S,ST1,6385.022
6514,NCS,14.5,0.089761211,Health and Hygiene,159.4604,35,S,ST1,2376.906
6515,FDR,19.35,0.01863822,Snack Foods,110.2544,18,M,ST2,1677.816
6516,NCP,8.51,0.016176344,Household,192.1478,18,M,ST2,1937.4779999999998
6517,FDK,6.65,0.089196394,Canned,147.0734,10,,GS,296.9468
6518,NCC,7.39,0.092782895,Household,252.6066,46,S,ST1,2259.0594
6519,FDH,10.895,0.0358031,Fruits and Vegetables,130.3284,49,M,ST1,2504.7396
6520,FDQ,8.63,0.028271345,Canned,170.5422,35,S,ST1,2069.3064
6521,FDA,7.75,0.043238822,Baking Goods,92.5436,46,S,ST1,1701.7848
6523,FDW,18.25,0.08918608300000001,Frozen Foods,194.3452,18,M,ST2,4502.1396
6524,FDV,19.85,0.044566659,Dairy,88.5856,49,M,ST1,703.0848
6525,FDB,9.3,0.028638276,Baking Goods,195.8136,18,M,ST2,2138.5496
6526,FDU,,0.057762300999999995,Fruits and Vegetables,237.3564,27,M,ST3,2145.2076
6527,DRH,5.98,0.075711199,Hard Drinks,55.6614,45,,ST1,331.5684
6528,FDC,,0.027767577,Baking Goods,82.1592,19,S,GS,412.796
6529,DRK,7.02,0.049865399000000005,Dairy,82.925,46,S,ST1,1165.15
6530,FDB,7.72,0.052061483,Fruits and Vegetables,76.7986,49,M,ST1,1324.2762
6531,FDE,5.925,0.09638705300000001,Dairy,45.6086,13,H,ST1,356.8688
6533,NCT,12.6,0.064110725,Health and Hygiene,122.3414,46,S,ST1,243.6828
6535,FDF,16.7,0.119647957,Fruits and Vegetables,180.9976,49,M,ST1,4165.2448
6536,FDW,18.0,0.238831875,Fruits and Vegetables,88.2514,10,,GS,88.5514
6537,FDR,,0.07567633900000001,Frozen Foods,190.4846,27,M,ST3,8789.8916
6538,FDB,20.85,0.021416681,Fruits and Vegetables,104.6306,18,M,ST2,1149.8366
6539,NCT,,0.024766802,Household,151.0392,27,M,ST3,3281.0624
6540,FDP,18.7,0.07069172900000001,Frozen Foods,230.201,46,S,ST1,5742.525
6541,FDI,,0.030693309,Canned,228.0352,27,M,ST3,10306.584
6542,FDU,18.85,0.055671582000000004,Baking Goods,133.3284,17,,ST1,263.6568
6543,FDS,11.65,0.040507228,Fruits and Vegetables,186.924,35,S,ST1,2237.0879999999997
6544,NCM,16.5,0.035626319,Health and Hygiene,93.11200000000001,13,H,ST1,932.12
6545,FDP,15.6,0.143688905,Breakfast,128.1994,18,M,ST2,2184.4898
6546,FDJ,12.3,0.10654288599999999,Fruits and Vegetables,173.2396,45,,ST1,3139.9128
6547,FDY,,0.208662546,Dairy,231.83,19,S,GS,466.06
6549,FDF,16.2,0.104058452,Canned,102.499,17,,ST1,2063.98
6551,FDN,,0.026391402999999997,Canned,92.81200000000001,27,M,ST3,2609.936
6554,FDA,13.35,0.149598628,Snack Foods,179.46599999999998,49,M,ST1,3775.086
