Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
FDM,7.365,0.160216552,Snack Foods,93.512,49,M,ST1,1677.816
FDD,9.5,0.048676324,Starchy Foods,187.7898,35,S,ST1,2057.9878
DRM,,0.070103425,Hard Drinks,179.4344,27,M,ST3,5888.3352
DRC,5.73,0.045556681,Soft Drinks,85.3882,18,M,ST2,1288.323
FDL,15.1,0.076193763,Baking Goods,89.783,49,M,ST1,2247.075
FDD,6.765,0.087187488,Frozen Foods,105.5306,13,H,ST1,1567.959
FDV,14.85,0.035311852,Fruits and Vegetables,160.9578,49,M,ST1,4813.734
FDR,6.11,0.103080901,Fruits and Vegetables,131.2968,49,M,ST1,1957.452
FDX,20.1,0.075049323,Dairy,110.4228,17,,ST1,1105.228
DRC,5.73,0.045463871,Soft Drinks,85.2882,45,,ST1,2061.3168
FDA,,0.015944801,Dairy,249.5092,27,M,ST3,6474.2392
FDX,6.785,0.022974812,Snack Foods,208.7928,46,S,ST1,5890.9984
FDJ,8.645,0.021629781,Canned,51.9982,45,,ST1,999.3658
FDT,,0.032516546,Canned,188.8214,19,S,GS,753.6856
FDN,15.6,0.081036436,Baking Goods,112.3544,13,H,ST1,2572.6512
FDD,7.76,0.059472609,Snack Foods,98.77,45,,ST1,1298.31
FDM,9.195,0.047081398,Frozen Foods,51.1666,13,H,ST1,1179.1318
FDA,9.8,0.047260402,Baking Goods,102.8016,49,M,ST1,1922.8304
FDW,18.25,0.148673586,Frozen Foods,197.2452,10,,GS,195.7452
FDA,21.25,0.156012631,Snack Foods,177.337,18,M,ST2,2822.992
NCO,7.235,0.077011493,Household,117.3492,45,,ST1,1506.0396
FDV,20.25,0.07614605,Dairy,197.0794,35,S,ST1,4681.9056
FDC,,0.135836915,Canned,93.8094,27,M,ST3,3237.1196
NCV,,0.030062224,Health and Hygiene,154.3656,27,M,ST3,2471.4496
FDW,18,0.008575615,Baking Goods,80.2618,18,M,ST2,644.4944
FDS,7.02,0.081096635,Fruits and Vegetables,148.4734,13,H,ST1,3563.3616
FDX,15.1,0.100060762,Fruits and Vegetables,144.0786,45,,ST1,2600.6148
FDC,8.68,0.008834023,Frozen Foods,100.0384,35,S,ST1,2266.3832
FDG,21.2,0.007069662,Starchy Foods,175.7738,18,M,ST2,1911.5118
NCC,16.6,0.046161923,Household,176.6344,10,,GS,356.8688
NCZ,12.15,0.079592733,Health and Hygiene,37.3506,45,,ST1,645.1602
FDZ,16.25,0.025776994,Fruits and Vegetables,169.9474,49,M,ST1,2863.6058
NCS,11.5,0.020960615,Health and Hygiene,133.2942,13,H,ST1,2649.884
DRC,,0,Soft Drinks,87.3882,27,M,ST3,1374.2112
FDW,13.15,0.020715913,Breads,83.5566,46,S,ST1,1268.349
FDB,5.465,0.048801674,Baking Goods,132.1626,17,,ST1,1573.9512
FDT,14.15,0,Canned,253.7014,45,,ST1,5865.0322
FDG,12.8,0.069605676,Starchy Foods,261.9252,35,S,ST1,4984.1788
FDM,8.655,0.088373591,Snack Foods,119.3756,45,,ST1,1454.1072
FDQ,,0.035853059,Frozen Foods,176.8712,27,M,ST3,3691.1952
FDF,9.3,0.01404119,Snack Foods,199.1084,49,M,ST1,396.8168
FDP,20.6,0.083473583,Baking Goods,120.8756,17,,ST1,1211.756
FDT,,0.076434542,Fruits and Vegetables,155.8946,19,S,GS,473.3838
FDH,19.7,0.08073703,Baking Goods,197.011,46,S,ST1,3338.987
FDF,14.5,0,Fruits and Vegetables,169.6448,35,S,ST1,2045.3376
NCX,10,0.089152528,Health and Hygiene,147.7102,46,S,ST1,437.4306
FDD,7.945,0.015863075,Snack Foods,161.821,13,H,ST1,2446.815
FDQ,20.35,0.151308326,Meat,81.7276,49,M,ST1,2030.69
FDL,15.85,0.121609722,Baking Goods,60.222,35,S,ST1,539.298
FDS,16.85,0.023135131,Snack Foods,44.8428,13,H,ST1,703.0848
NCM,11.5,0.017714096,Health and Hygiene,132.9626,18,M,ST2,1442.7886
FDO,11.1,0,Baking Goods,156.4604,49,M,ST1,2376.906
NCJ,6.635,0.027069402,Household,174.9396,46,S,ST1,1744.396
FDA,7.81,0.055226755,Canned,123.1046,46,S,ST1,871.5322
NCM,9.395,0.040124625,Others,85.1908,18,M,ST2,1342.2528
FDT,7,0.151376958,Canned,108.228,35,S,ST1,1171.808
FDP,6.71,0.03558013,Breads,217.5166,35,S,ST1,4572.0486
DRF,15.75,0.166513779,Dairy,38.0506,18,M,ST2,265.6542
NCZ,19.85,0.06478563,Health and Hygiene,123.7704,17,,ST1,2503.408
DRJ,9.5,0.085223447,Hard Drinks,189.2872,49,M,ST1,6050.7904
FDP,15.6,0.143915417,Breakfast,127.5994,17,,ST1,2441.4886
FDT,,0.132275338,Baking Goods,123.8388,19,S,GS,123.8388
FDA,13.35,0.149338159,Snack Foods,178.666,35,S,ST1,1797.66
FDJ,11.1,0.044823438,Snack Foods,174.2054,46,S,ST1,1926.1594
FDO,15,0.02681843,Baking Goods,219.7456,13,H,ST1,3094.6384
FDS,14.8,0.04407225,Breads,109.057,18,M,ST2,1428.141
FDH,19.1,0.025872153,Fruits and Vegetables,145.7418,46,S,ST1,882.8508
NCM,6.825,0.059835659,Health and Hygiene,264.3226,35,S,ST1,4229.1616
NCU,,0.13027716,Household,228.001,19,S,GS,1148.505
FDV,17.35,0.027653795,Canned,88.0856,49,M,ST1,1318.284
FDA,9.8,0.04714777,Baking Goods,102.4016,13,H,ST1,1720.4272
FDJ,19.35,0.062882112,Baking Goods,164.1184,17,,ST1,2807.0128
FDN,18.6,0.152294691,Breakfast,98.9358,49,M,ST1,1508.037
DRF,7.27,0.071064499,Soft Drinks,114.4518,35,S,ST1,1366.2216
FDK,12.6,0.041726942,Fruits and Vegetables,122.0072,18,M,ST2,1470.0864
FDB,,0.055121892,Dairy,196.7768,27,M,ST3,5912.304
NCS,12.65,0.042211119,Household,108.6938,46,S,ST1,1393.5194
FDZ,,0.132500853,Canned,220.3798,27,M,ST3,5289.1152
FDN,17.5,0.015557426,Fruits and Vegetables,184.7266,35,S,ST1,2213.1192
FDO,8.06,0.021409913,Breakfast,229.7326,49,M,ST1,6930.978
NCD,12.1,0.015497337,Household,165.5526,18,M,ST2,3453.5046
NCV,,0.065612808,Household,62.351,27,M,ST3,2150.534
FDY,17.2,0.012030747,Canned,166.6184,49,M,ST1,1155.8288
FDM,,0.075603699,Snack Foods,215.1218,27,M,ST3,3205.827
FDT,5.94,0.029372367,Breads,186.7556,46,S,ST1,3942.8676
FDD,16.7,0.070096518,Dairy,217.885,13,H,ST1,3894.93
NCL,7.39,0.120258245,Others,141.547,35,S,ST1,2290.352
FDZ,20.7,0.079281476,Baking Goods,100.1042,35,S,ST1,892.8378
NCU,,0.097768728,Household,142.4496,19,S,GS,564.5984
FDJ,,0.104786172,Snack Foods,172.2764,27,M,ST3,1545.9876
FDX,18.2,0.043626605,Baking Goods,241.4196,10,,GS,482.0392
FDV,20.2,0.117839328,Baking Goods,195.211,18,M,ST2,2356.932
NCB,,0.089858447,Household,84.5882,27,M,ST3,2061.3168
FDH,,0.185008985,Fruits and Vegetables,42.3796,19,S,GS,123.8388
FDB,17.75,0.156701315,Dairy,240.7538,13,H,ST1,4566.7222
FDI,8.71,0,Dairy,43.5744,17,,ST1,498.0184
FDN,18.85,0.139087683,Snack Foods,251.7724,17,,ST1,3020.0688
FDQ,20.75,0.089243789,Breakfast,192.0478,35,S,ST1,4649.9472
FDM,12.5,0.073721115,Canned,85.6198,35,S,ST1,610.5386
FDW,5.325,0.138679995,Dairy,53.7298,46,S,ST1,862.8768
FDP,,0.240268248,Snack Foods,156.463,19,S,GS,312.926
FDY,16.75,0,Fruits and Vegetables,255.3988,46,S,ST1,4625.9784
FDL,16,0.040911824,Snack Foods,141.2496,13,H,ST1,3387.5904
FDA,13.35,0.149974858,Snack Foods,179.766,18,M,ST2,5932.278
FDM,11.8,0.026072872,Meat,99.8674,17,,ST1,1018.674
FDI,10.65,0.085482761,Snack Foods,231.4668,18,M,ST2,3225.1352
NCD,12.1,0.015521768,Household,165.8526,17,,ST1,3124.5994
FDW,9.395,0.099101845,Snack Foods,105.828,35,S,ST1,1704.448
NCP,19.6,0.025281802,Health and Hygiene,152.0024,35,S,ST1,2884.2456
FDL,14.1,0.125675936,Fruits and Vegetables,86.9198,13,H,ST1,1133.8574
FDN,,0.07204818,Breakfast,177.937,27,M,ST3,6881.043
FDA,16.5,0.068263916,Canned,104.799,45,,ST1,1238.388
FDF,14.3,0.109144085,Fruits and Vegetables,88.2856,10,,GS,175.7712
FDH,7.51,0.017425784,Fruits and Vegetables,227.901,35,S,ST1,459.402
DRH,17.25,0.035118834,Dairy,93.412,49,M,ST1,932.12
FDQ,5.785,0.054066567,Fruits and Vegetables,87.0856,18,M,ST2,1406.1696
FDO,13.65,0.012823829,Snack Foods,55.5588,17,,ST1,916.1408
FDT,6.26,0.009883257,Meat,149.8366,49,M,ST1,1964.7758
FDM,,0.041754584,Snack Foods,53.464,27,M,ST3,1597.92
FDR,19.7,0.112036236,Snack Foods,174.937,10,,GS,882.185
FDQ,19.7,0.161610636,Canned,255.2014,17,,ST1,3570.0196
FDZ,13.65,0.078909166,Dairy,186.724,49,M,ST1,4474.176
NCK,20.1,0.077769768,Health and Hygiene,63.0536,18,M,ST2,980.0576
FDW,12.6,0.021951613,Fruits and Vegetables,250.9092,13,H,ST1,4731.1748
FDF,20.85,0.097770004,Starchy Foods,222.8746,49,M,ST1,3589.9936
DRO,,0.094817105,Hard Drinks,77.9012,19,S,GS,75.9012
NCM,15.6,0.066726133,Others,185.8924,46,S,ST1,3516.7556
FDY,5.98,0.043809261,Fruits and Vegetables,146.8418,17,,ST1,1765.7016
FDJ,,0,Seafood,184.3582,19,S,GS,185.7582
FDV,16.35,0.032671446,Meat,165.4842,18,M,ST2,1492.0578
DRG,14.15,0.095378221,Soft Drinks,170.5106,46,S,ST1,2395.5484
DRF,12.1,0,Soft Drinks,145.1444,13,H,ST1,3338.3212
NCJ,9.895,0.060188932,Household,233.0642,45,,ST1,6041.4692
NCP,8.51,0.016135764,Household,195.6478,49,M,ST1,4262.4516
NCF,17,0.126220187,Household,126.7362,35,S,ST1,1258.362
FDY,,0.024286378,Fruits and Vegetables,194.711,27,M,ST3,5892.33
FDX,9,0.065350715,Snack Foods,175.437,49,M,ST1,3175.866
NCU,5.11,0.035071955,Household,163.221,17,,ST1,2773.057
FDU,19.5,0.030742083,Canned,85.554,49,M,ST1,1211.756
FDC,9.195,0.015949001,Baking Goods,84.1592,17,,ST1,1238.388
FDJ,16.7,0.038496166,Snack Foods,147.5102,13,H,ST1,5540.7876
NCX,19,0.017746826,Health and Hygiene,210.8244,49,M,ST1,2540.6928
FDT,12.3,0.111274591,Baking Goods,35.0874,46,S,ST1,458.7362
FDK,,0.065272284,Frozen Foods,256.1646,27,M,ST3,3349.6398
DRI,14.15,0.183472595,Soft Drinks,82.0276,35,S,ST1,1624.552
NCM,,0.08918772,Household,128.9678,19,S,GS,254.3356
FDD,10.395,0.030281543,Baking Goods,116.3176,18,M,ST2,1259.6936
NCF,17,0.211306673,Household,125.1362,10,,GS,251.6724
FDX,15.85,0.061190964,Meat,47.1744,49,M,ST1,996.0368
FDZ,10.195,0.107307677,Snack Foods,149.8076,13,H,ST1,2217.114
FDB,,0.067441726,Dairy,57.4272,19,S,GS,111.8544
DRM,6.57,0.066338717,Hard Drinks,261.4278,18,M,ST2,4165.2448
DRE,8.43,0,Soft Drinks,195.3768,17,,ST1,1576.6144
NCL,7.39,0.120524922,Others,142.247,45,,ST1,2433.499
FDB,16,0.061192211,Starchy Foods,224.1404,17,,ST1,4725.8484
FDX,13.1,0.075056542,Dairy,76.0354,49,M,ST1,601.8832
NCM,,0.017556795,Health and Hygiene,129.9626,27,M,ST3,3410.2276
FDH,13.5,0.129077455,Starchy Foods,95.2068,45,,ST1,583.2408
FDG,20.6,0.047896393,Fruits and Vegetables,185.8556,13,H,ST1,1689.8004
FDP,15.2,0.021240491,Canned,216.9824,49,M,ST1,4804.4128
FDY,,0.031743707,Dairy,179.1344,27,M,ST3,1605.9096
DRM,5.88,0.003612411,Hard Drinks,154.1998,17,,ST1,3537.3954
DRI,6.03,0.022796178,Dairy,178.1028,18,M,ST2,1416.8224
FDY,,0.133279499,Meat,112.6202,19,S,GS,675.1212
NCV,18.85,0.016132592,Health and Hygiene,130.2626,49,M,ST1,3016.7398
NCJ,7.68,0.152429537,Health and Hygiene,85.5224,13,H,ST1,1278.336
NCP,15.35,0.035348491,Household,124.673,17,,ST1,2093.941
FDZ,13.1,0.020903193,Dairy,119.2782,49,M,ST1,3098.6332
NCR,10.1,0.054853377,Health and Hygiene,198.6084,18,M,ST2,2182.4924
FDX,,0.106971167,Meat,44.7744,19,S,GS,135.8232
FDQ,12.65,0.035482562,Baking Goods,231.401,45,,ST1,2526.711
FDC,14.6,0.042923071,Fruits and Vegetables,109.8254,13,H,ST1,1627.881
FDQ,11.1,0.036174285,Frozen Foods,176.0712,18,M,ST2,1581.9408
FDI,,0.033597374,Meat,197.2426,27,M,ST3,3163.8816
FDQ,8.63,0.028320655,Canned,172.5422,49,M,ST1,2241.7486
NCK,9.6,0,Household,163.9184,35,S,ST1,4293.0784
DRI,19.6,0.056744064,Soft Drinks,55.6614,10,,GS,165.7842
DRA,19.35,0.039990314,Soft Drinks,165.0868,49,M,ST1,982.7208
FDA,14,0.030155224,Fruits and Vegetables,214.7192,45,,ST1,3020.0688
FDE,12.15,0.062541552,Starchy Foods,34.3532,18,M,ST2,251.6724
FDY,8.195,0.031403441,Baking Goods,93.8462,46,S,ST1,647.8234
FDQ,8.325,0.029845243,Fruits and Vegetables,41.6138,45,,ST1,284.2966
FDB,7.475,0.149125615,Fruits and Vegetables,241.6854,18,M,ST2,6042.135
FDB,,0.170382726,Frozen Foods,45.2718,19,S,GS,47.2718
DRG,6.385,0.083768522,Hard Drinks,109.8596,13,H,ST1,3235.788
FDV,,0.116793684,Snack Foods,41.0112,19,S,GS,42.6112
FDI,18.5,0.062205112,Frozen Foods,148.3418,13,H,ST1,1765.7016
FDN,11.5,0.0463847,Snack Foods,118.9124,17,,ST1,1540.6612
NCM,7.93,0.071425647,Health and Hygiene,45.9086,18,M,ST2,1070.6064
DRG,,0.033929133,Soft Drinks,154.3972,19,S,GS,311.5944
FDA,13.65,0.036033639,Snack Foods,183.7924,45,,ST1,2591.2936
FDM,12.35,0.158337479,Meat,157.9946,13,H,ST1,3313.6866
FDA,14,0.030140981,Fruits and Vegetables,216.0192,49,M,ST1,2588.6304
NCZ,9.6,0.024515221,Health and Hygiene,189.2214,49,M,ST1,3956.8494
FDW,14,0.105125569,Frozen Foods,143.2812,35,S,ST1,3277.0676
FDS,8.89,0.00547348,Frozen Foods,100.5016,35,S,ST1,1315.6208
FDM,16.85,0.133385398,Snack Foods,109.8544,10,,GS,223.7088
NCE,,0.047098175,Household,75.5354,19,S,GS,150.4708
FDS,7.05,0.055548003,Breads,225.3088,35,S,ST1,5816.4288
FDL,17.1,0.128614205,Fruits and Vegetables,111.6886,49,M,ST1,1556.6404
FDX,,0.047551568,Canned,249.1092,27,M,ST3,8217.3036
FDR,19.7,0.066879757,Snack Foods,174.437,13,H,ST1,1587.933
FDV,16.1,0.160379061,Frozen Foods,33.6558,18,M,ST2,203.7348
FDZ,11.3,0.054861393,Meat,96.9094,17,,ST1,952.094
FDD,6.035,0.141542481,Snack Foods,153.1998,45,,ST1,1537.998
FDE,17.6,0.053397642,Starchy Foods,46.706,18,M,ST2,699.09
NCF,6.675,0.021710275,Household,34.9874,45,,ST1,247.0118
FDU,15.5,0.075688032,Baking Goods,262.9568,13,H,ST1,1845.5976
FDZ,9.395,0.045340279,Snack Foods,85.025,49,M,ST1,2080.625
FDI,16.1,0.100149459,Fruits and Vegetables,78.4328,13,H,ST1,1158.492
FDH,15,0.162348584,Canned,185.9266,17,,ST1,4610.665
FDE,9.6,0.036341539,Fruits and Vegetables,142.9154,49,M,ST1,3261.7542
DRJ,14.1,0.087920675,Dairy,228.5668,13,H,ST1,1151.834
FDX,11.5,0.042087749,Frozen Foods,192.682,45,,ST1,3861.64
DRN,12.1,0.016921927,Hard Drinks,178.366,17,,ST1,4314.384
FDT,7.42,0.020423549,Snack Foods,249.0092,49,M,ST1,2988.1104
FDY,15.1,0.173833129,Snack Foods,196.511,45,,ST1,4713.864
FDG,,0.256152243,Seafood,151.005,19,S,GS,149.805
FDS,9.285,0.021002641,Snack Foods,161.1578,35,S,ST1,4011.445
FDA,7.855,0,Dairy,220.1482,18,M,ST2,4600.0122
FDY,,0.091780142,Frozen Foods,182.5266,27,M,ST3,6454.931
FDF,12.85,0.033220169,Fruits and Vegetables,196.6768,46,S,ST1,2759.0752
FDI,13.8,0.141234932,Dairy,263.7884,13,H,ST1,5564.7564
FDC,15,0.19899855,Snack Foods,226.5694,10,,GS,913.4776
FDL,10.8,0.049709624,Fruits and Vegetables,246.8144,35,S,ST1,2450.144
FDF,14.3,0.065153295,Fruits and Vegetables,88.4856,13,H,ST1,1406.1696
FDN,9.8,0.015087112,Meat,250.1408,35,S,ST1,4005.4528
FDG,11.5,0.037782943,Snack Foods,106.6254,17,,ST1,325.5762
FDA,9.21,0.008782561,Fruits and Vegetables,119.8414,45,,ST1,1340.2554
NCI,,0.142728113,Health and Hygiene,95.141,27,M,ST3,2510.066
NCO,10,0.073493831,Health and Hygiene,118.344,49,M,ST1,1797.66
FDK,18.5,0.025907416,Meat,87.7172,17,,ST1,802.9548
FDD,20.6,0.046280998,Snack Foods,177.4344,17,,ST1,1962.7784
NCH,9.3,0.044624064,Household,245.4802,13,H,ST1,3193.8426
NCA,11.395,0.009898492,Health and Hygiene,48.8034,45,,ST1,777.6544
DRJ,11.8,0.189689886,Soft Drinks,184.3924,10,,GS,370.1848
DRN,8.01,0.070189131,Hard Drinks,37.9532,13,H,ST1,826.9236
FDC,15,0.119374946,Snack Foods,229.3694,18,M,ST2,5024.1268
FDN,13.35,0.065215312,Baking Goods,93.4804,18,M,ST2,1102.5648
FDR,,0.095635061,Meat,130.7942,27,M,ST3,3047.3666
FDS,,0.216107535,Snack Foods,86.8514,19,S,GS,354.2056
DRL,10.5,0.048009081,Hard Drinks,157.0946,35,S,ST1,2209.1244
FDQ,21.25,0.019533098,Snack Foods,120.4756,17,,ST1,1938.8096
FDY,17,0.026568875,Canned,142.047,46,S,ST1,3149.234
FDS,9.3,0.111127966,Breads,63.1826,13,H,ST1,2002.0606
DRD,15.7,0.03723211,Soft Drinks,183.1634,46,S,ST1,5634.6654
DRP,15.75,0.140603316,Hard Drinks,252.8382,46,S,ST1,6308.455
NCY,,0.075368868,Health and Hygiene,35.2532,27,M,ST3,970.7364
FDR,14.5,0.063962842,Breads,263.1594,49,M,ST1,2616.594
FDM,,0.102830104,Baking Goods,172.6422,19,S,GS,344.8844
NCI,,0.01031535,Household,208.4954,27,M,ST3,3751.1172
FDA,7.1,0.110633958,Fruits and Vegetables,173.808,17,,ST1,1211.756
FDY,14.5,0,Snack Foods,159.3262,35,S,ST1,2864.2716
FDV,17.35,0.014721579,Frozen Foods,73.1038,45,,ST1,886.8456
NCW,18,0.019465205,Health and Hygiene,128.6994,18,M,ST2,2441.4886
FDN,6.615,0.091895319,Canned,248.6408,13,H,ST1,3504.7712
FDQ,,0.118535581,Breads,256.3988,19,S,GS,256.9988
FDG,11.5,0.037646623,Snack Foods,107.5254,45,,ST1,325.5762
NCN,19.1,0.092060694,Others,183.7608,49,M,ST1,4777.7808
FDY,,0.04765803,Snack Foods,188.3898,27,M,ST3,5238.5144
FDS,7.05,0.05587277,Breads,222.1088,17,,ST1,4026.7584
NCA,,0.017295906,Health and Hygiene,47.1034,19,S,GS,145.8102
NCN,16.35,0.02844314,Household,98.141,10,,GS,386.164
FDW,18.35,0.094296835,Fruits and Vegetables,84.3882,46,S,ST1,1116.5466
NCR,9.105,0.064410783,Household,33.39,10,,GS,33.29
FDU,7.63,0.134684292,Snack Foods,47.0402,35,S,ST1,1470.0864
FDN,,0.029299175,Meat,140.318,19,S,GS,139.818
FDD,,0.210021713,Dairy,44.2744,19,S,GS,90.5488
FDF,7.55,0.027224917,Canned,152.934,45,,ST1,2450.144
NCN,,0.021184746,Others,189.553,19,S,GS,379.506
NCO,5.5,0.047059016,Others,100.1016,13,H,ST1,2125.2336
FDT,7.59,0.14526636,Fruits and Vegetables,172.908,49,M,ST1,6231.888
DRK,9.5,0.041851461,Soft Drinks,31.49,13,H,ST1,466.06
DRM,6.11,0.152262171,Soft Drinks,44.4086,45,,ST1,1159.8236
FDX,5.655,0.085757338,Fruits and Vegetables,164.75,17,,ST1,1498.05
FDS,7.285,0.049954435,Dairy,156.5288,35,S,ST1,2356.932
NCK,10.65,0.048762383,Others,165.2526,49,M,ST1,3946.8624
FDO,17.7,0,Fruits and Vegetables,46.8034,17,,ST1,923.4646
FDH,12.8,0.075996742,Fruits and Vegetables,97.141,13,H,ST1,2799.689
NCZ,19.85,0,Health and Hygiene,126.1704,18,M,ST2,1877.556
FDL,15.7,0.204984538,Fruits and Vegetables,111.0544,10,,GS,223.7088
FDC,15.6,0.173573164,Fruits and Vegetables,114.4518,17,,ST1,2390.8878
FDQ,9.8,0.056339618,Breads,84.2908,13,H,ST1,755.0172
NCO,19.5,0.014262413,Household,57.1614,13,H,ST1,331.5684
DRH,16.2,0.03338006,Soft Drinks,74.0696,46,S,ST1,1416.8224
FDY,17.6,0.016024651,Breads,44.0402,35,S,ST1,597.2226
FDA,13.6,0.11830085,Snack Foods,196.2136,17,,ST1,1944.136
NCL,18.85,0.167552202,Household,193.1136,35,S,ST1,2332.9632
FDL,15.1,0.067181098,Snack Foods,258.8304,49,M,ST1,5424.9384
NCP,17.35,0,Others,79.2618,18,M,ST2,966.7416
FDZ,,0,Canned,169.879,19,S,GS,339.558
FDH,20.7,0.021431134,Baking Goods,157.0288,46,S,ST1,2199.8032
FDQ,13.5,0.068256316,Dairy,60.9562,17,,ST1,533.3058
NCK,,0,Health and Hygiene,40.348,19,S,GS,79.896
FDO,,0.014143673,Snack Foods,187.3872,27,M,ST3,2836.308
FDW,13.1,0.075563757,Dairy,168.1158,35,S,ST1,2005.3896
FDD,12.15,0.018439138,Frozen Foods,254.7698,49,M,ST1,5073.396
FDU,,0.074620291,Dairy,120.1782,19,S,GS,357.5346
FDX,,0.041370245,Frozen Foods,46.2376,27,M,ST3,814.9392
FDH,,0.020312314,Meat,98.1042,27,M,ST3,2777.7176
FDJ,,0.128532558,Seafood,34.2216,19,S,GS,173.108
FDX,15.1,0.055195461,Fruits and Vegetables,216.1166,35,S,ST1,5007.4818
FDR,16.7,0.022065676,Dairy,110.5886,46,S,ST1,1556.6404
NCP,14.65,0.011212719,Others,55.6614,45,,ST1,1049.9666
FDT,13.3,0.063925726,Frozen Foods,151.8708,17,,ST1,1655.1788
NCJ,20.1,0.034848629,Household,118.6782,17,,ST1,2502.7422
FDF,14.3,0,Fruits and Vegetables,89.8856,18,M,ST2,1406.1696
FDT,7.42,0.02050719,Snack Foods,249.7092,17,,ST1,7719.2852
FDK,,0.025960174,Snack Foods,214.885,27,M,ST3,4976.855
DRJ,9.5,0.085020342,Hard Drinks,188.7872,13,H,ST1,1701.7848
FDH,7.075,0.097660814,Dairy,141.8128,10,,GS,143.8128
FDU,,0.111654545,Frozen Foods,157.063,19,S,GS,312.926
FDK,7.96,0,Canned,160.7894,17,,ST1,3235.788
DRJ,6.135,0.115265695,Soft Drinks,160.5236,45,,ST1,2094.6068
FDC,14.6,0.043133816,Fruits and Vegetables,109.7254,18,M,ST2,651.1524
FDX,14.3,0.049676157,Meat,212.4586,46,S,ST1,3799.0548
NCY,,0.176834351,Household,172.1422,27,M,ST3,5000.8238
FDD,,0.103918113,Snack Foods,100.67,19,S,GS,399.48
FDW,8.315,0.035644325,Baking Goods,147.1444,45,,ST1,870.8664
DRE,10.1,0.279783532,Soft Drinks,241.8512,10,,GS,484.7024
FDT,9.895,0.048738014,Frozen Foods,262.1278,49,M,ST1,3904.917
FDC,11.5,0.020686161,Dairy,85.054,17,,ST1,1731.08
FDK,18.25,0.079342006,Frozen Foods,226.0062,49,M,ST1,1805.6496
FDS,4.635,0.140889111,Breads,127.0994,46,S,ST1,1927.491
FDI,18.5,0.062245149,Frozen Foods,145.8418,35,S,ST1,5591.3884
FDG,5.365,0.140811559,Seafood,173.5764,18,M,ST2,2061.3168
NCM,6.095,0.08152738,Others,140.3154,18,M,ST2,1843.6002
NCY,,0.058198141,Health and Hygiene,110.4544,27,M,ST3,4250.4672
FDY,16.75,0.081446638,Fruits and Vegetables,257.0988,49,M,ST1,6424.97
FDQ,21.25,0.019462623,Snack Foods,120.8756,45,,ST1,1575.2828
NCD,,0.072317217,Household,230.2668,27,M,ST3,8062.838
FDV,12.1,0.020684919,Snack Foods,148.5734,17,,ST1,1336.2606
FDI,15.1,0.087604871,Meat,242.2512,10,,GS,484.7024
FDY,8.6,0,Breads,131.531,49,M,ST1,2466.789
DRH,17.6,0.041681059,Soft Drinks,164.2526,49,M,ST1,1315.6208
NCL,15.35,0.015676231,Others,144.047,46,S,ST1,286.294
DRI,8.26,0.034397781,Hard Drinks,115.7834,35,S,ST1,2073.3012
NCC,6.57,0.096880574,Household,191.482,46,S,ST1,5020.132
FDS,11.6,0.017817285,Canned,177.0686,18,M,ST2,1422.1488
FDX,20.35,0.014909465,Fruits and Vegetables,232.3958,17,,ST1,6076.0908
NCL,12.15,0,Others,254.904,46,S,ST1,4048.064
FDW,17.35,0.041439718,Frozen Foods,93.7804,13,H,ST1,2848.2924
FDT,7,0.151405587,Canned,107.728,46,S,ST1,2024.032
FDW,8.5,0.097803261,Canned,50.5324,13,H,ST1,882.8508
NCG,,0.196659953,Household,125.8046,19,S,GS,249.0092
FDC,14.5,0.041313203,Canned,42.0454,49,M,ST1,377.5086
FDS,9.195,0.130657442,Meat,106.4596,10,,GS,215.7192
FDS,17.75,0.029700018,Fruits and Vegetables,140.3838,49,M,ST1,1404.838
FDE,8.775,0,Fruits and Vegetables,111.3228,49,M,ST1,1436.7964
FDM,16.7,0.070312473,Baking Goods,189.6214,17,,ST1,2826.321
FDT,15.2,0.019064377,Snack Foods,238.2248,49,M,ST1,3555.372
FDM,20.5,0.020605032,Fruits and Vegetables,91.083,46,S,ST1,539.298
NCS,,0,Household,115.2176,27,M,ST3,1030.6584
NCW,5.21,0.011072173,Household,257.8962,17,,ST1,4402.9354
FDD,10.3,0,Fruits and Vegetables,115.7176,17,,ST1,1717.764
FDH,18.25,0.060342304,Starchy Foods,165.9526,49,M,ST1,1644.526
NCX,21.25,0.113833823,Health and Hygiene,232.83,45,,ST1,1398.18
NCI,8.6,0.032615377,Health and Hygiene,142.9154,35,S,ST1,992.7078
FDL,10.3,0.024935297,Baking Goods,172.0422,49,M,ST1,3966.1706
FDI,9.5,0.074345268,Snack Foods,251.9724,46,S,ST1,3523.4136
DRQ,9.3,0.042283454,Hard Drinks,125.4388,35,S,ST1,3715.164
FDM,9.195,0.047387144,Frozen Foods,50.8666,17,,ST1,871.5322
NCJ,7.68,0.152865879,Health and Hygiene,84.9224,45,,ST1,1619.2256
NCJ,,0.163148041,Household,116.6124,27,M,ST3,3199.8348
DRF,12.1,0.02984176,Soft Drinks,144.4444,45,,ST1,3628.61
FDB,11.6,0.038511676,Dairy,57.7272,35,S,ST1,503.3448
FDT,9.695,0.047622786,Frozen Foods,246.2144,18,M,ST2,3675.216
FDT,12,0.07554831,Baking Goods,121.9388,46,S,ST1,3219.8088
FDM,19,0.067447572,Snack Foods,132.9626,46,S,ST1,1967.439
